0.000000000000000000e+00 -0.000000000000000000e+00
3.800144636711308169e-06 -3.939430487981828940e-04
7.600289273422616337e-06 -7.912941937101464511e-04
1.140043391013392408e-05 -1.195045787507406773e-03
1.520057854684523267e-05 -1.607402411348192667e-03
1.900072318355654127e-05 -2.029490970583568924e-03
2.280086782026784816e-05 -2.461181423332313000e-03
2.660101245697915845e-05 -2.901033493817825517e-03
3.040115709369046535e-05 -3.346370098102729486e-03
3.420130173040177225e-05 -3.793464098799533522e-03
3.800144636711308253e-05 -4.237813269749168311e-03
4.180159100382439282e-05 -4.674470430716974254e-03
4.560173564053569633e-05 -5.098392396030642509e-03
4.940188027724700661e-05 -5.504772718488682402e-03
5.320202491395831690e-05 -5.889328564794995592e-03
5.700216955066962041e-05 -6.248520287993956403e-03
6.080231418738093070e-05 -6.579691957495277868e-03
6.460245882409223421e-05 -6.881130842510315045e-03
6.840260346080354449e-05 -7.152052387208425802e-03
7.220274809751485478e-05 -7.392523675091287362e-03
7.600289273422616506e-05 -7.603342286725603243e-03
7.980303737093747535e-05 -7.785888767665302343e-03
8.360318200764878564e-05 -7.941969967069304956e-03
8.740332664436008237e-05 -8.073667858206302547e-03
9.120347128107139266e-05 -8.183204794207197749e-03
9.500361591778270294e-05 -8.272832143268895808e-03
9.880376055449401323e-05 -8.344745419721960947e-03
1.026039051912053235e-04 -8.401025747179201655e-03
1.064040498279166338e-04 -8.443604965750391503e-03
1.102041944646279305e-04 -8.474250014331868169e-03
1.140043391013392408e-04 -8.494561384942341323e-03
1.178044837380505511e-04 -8.505980399034098957e-03
1.216046283747618614e-04 -8.509800673878610555e-03
1.254047730114731581e-04 -8.507180244634197919e-03
1.292049176481844684e-04 -8.499152146226776616e-03
1.330050622848957787e-04 -8.486632582596180530e-03
1.368052069216070890e-04 -8.470426896631817054e-03
1.406053515583183993e-04 -8.451234262444326864e-03
1.444054961950297096e-04 -8.429652321281301194e-03
1.482056408317410198e-04 -8.406182941391671104e-03
1.520057854684523301e-04 -8.381240026825879930e-03
1.558059301051636404e-04 -8.355159960170249756e-03
1.596060747418749507e-04 -8.328214925572419505e-03
1.634062193785862610e-04 -8.300629042404427532e-03
1.672063640152975713e-04 -8.272596914267803941e-03
1.710065086520088545e-04 -8.244303814318622650e-03
1.748066532887201647e-04 -8.215946268818085860e-03
1.786067979254314750e-04 -8.187751316808584631e-03
1.824069425621427853e-04 -8.159992339823318383e-03
1.862070871988540956e-04 -8.132999239443628250e-03
1.900072318355654059e-04 -8.107161040122589160e-03
1.938073764722767162e-04 -8.082919766580215146e-03
