 4.874638241659e+00  5.177583970352e-02  5.028597698341e+00  3.450259035970e-02  1.225699711406e-01
 4.880620813618e+00  6.069539241011e-02  5.020910666382e+00  3.339910822810e-02  1.213707202885e-01
 4.928153090336e+00  7.366008165873e-02  5.028625239664e+00  3.202551811431e-02  1.187121973306e-01
 4.994205028410e+00  8.173420700864e-02  5.055460121590e+00  3.086779760677e-02  1.236422094743e-01
 5.042843454859e+00  8.128430395412e-02  5.061280605141e+00  2.866387116965e-02  1.306695599009e-01
 5.077421700716e+00  7.561850089580e-02  5.050180819284e+00  2.609912136235e-02  1.260160836121e-01
 5.096714076019e+00  6.886337299707e-02  5.050100023981e+00  2.597560867559e-02  1.166372654345e-01
 5.118292895469e+00  5.414454427021e-02  5.068485794531e+00  2.663753797332e-02  1.078442430408e-01
 5.159461640384e+00  2.419520633993e-02  5.129985889616e+00  2.684252604268e-02  9.949230501636e-02
 5.173298815192e+00 -3.481344806254e-03  5.157250064808e+00  2.363914812691e-02  9.479254654222e-02
 5.142793812694e+00 -2.304061875461e-02  5.131578977306e+00  1.723040077319e-02  8.984780533255e-02
 5.086797568106e+00 -3.168887111937e-02  5.097889511894e+00  1.175388260200e-02  8.472015985212e-02
 5.025224769262e+00 -3.232889391003e-02  5.061384300738e+00  7.722806274126e-03  8.789623292846e-02
 4.962869938812e+00 -2.309212778648e-02  5.021047801188e+00  7.414724019447e-03  9.891027779925e-02
 4.914724518197e+00 -1.081487213654e-02  4.978194521803e+00  9.275611863938e-03  1.049457226249e-01
 4.882755906635e+00  5.553053840615e-03  4.936808013365e+00  1.556030592796e-02  1.055772818471e-01
 4.878353110233e+00  2.016505324774e-02  4.958904009767e+00  2.715917982998e-02  1.051272272501e-01
 4.913603799575e+00  2.033554630300e-02  5.051282730425e+00  4.022037871482e-02  1.062389486668e-01
 4.978567157288e+00  4.636679743399e-03  5.166548302712e+00  4.796641254690e-02  1.033779040502e-01
 5.038830934536e+00  5.501437981518e-03  5.254883805464e+00  4.907875938133e-02  9.022474832179e-02
 5.077283138270e+00  6.935882860089e-02  5.273798931730e+00  4.610367757130e-02  6.971489946608e-02
 5.168828519888e+00  1.237937907575e-01  5.172945590112e+00  3.511604706707e-02  6.005186089976e-02
 5.187402675822e+00  1.097711151740e-01  5.125707484178e+00  2.226469540327e-02  6.077372140651e-02
 5.148089442500e+00  9.042840832170e-02  5.073816897500e+00  1.630614922784e-02  7.051369389390e-02
 5.096822701179e+00  8.000528924881e-02  4.973809948821e+00  1.522353458155e-02  8.345915352317e-02
 5.043146056514e+00  8.173083110916e-02  4.877730873486e+00  1.829707912901e-02  9.660788944652e-02
 4.993715911977e+00  8.757934637354e-02  4.820966598023e+00  2.343582979328e-02  1.063818583394e-01
 4.973627521065e+00  8.015745352328e-02  4.811779528935e+00  2.390536476219e-02  1.123386999503e-01
 4.979031033338e+00  6.295672720140e-02  4.863150426662e+00  2.234997393662e-02  1.126127684816e-01
 4.978953692417e+00  4.458322805120e-02  4.934504697583e+00  2.156859918992e-02  1.094593409536e-01
 4.977967300519e+00  2.477919174376e-02  5.015217049481e+00  2.175915614118e-02  1.009542104783e-01
 4.991127410123e+00  8.655834193123e-04  5.098612759877e+00  2.219498336832e-02  9.000418310233e-02
 5.034089415968e+00 -1.365840934809e-02  5.167797594032e+00  2.161871990602e-02  8.344762689399e-02
 5.084598071907e+00 -1.431554900248e-02  5.226453728093e+00  2.147235576773e-02  7.357766510758e-02
 5.110436676000e+00  1.296983006087e-03  5.226066634000e+00  2.444349802251e-02  7.133595351974e-02
 5.094055092274e+00  1.417379990280e-02  5.150423927726e+00  2.906686680171e-02  8.014130548774e-02
 5.049791828143e+00  1.805236798312e-02  5.040286041857e+00  3.395884984628e-02  9.165724818898e-02
 5.013125921403e+00  1.903198752548e-02  4.954527748597e+00  3.598825285900e-02  1.081885859537e-01
 5.007892859693e+00  1.938685346541e-02  4.916816740307e+00  3.339879071991e-02  1.216717653402e-01
 5.007363152092e+00  2.782351447071e-02  4.933520627908e+00  3.209417704548e-02  1.247526559573e-01
 5.004354894346e+00  4.430007734229e-02  4.967029935654e+00  3.086976932918e-02  1.209914875337e-01
 5.000849160451e+00  6.235671361546e-02  4.985600439549e+00  2.762901838902e-02  1.103190395515e-01
 5.012255572347e+00  7.927385205009e-02  5.024949697653e+00  2.824932699578e-02  9.490401013385e-02
