 4.635236660539e+00  1.417084799416e-01  4.452431339461e+00  1.718923431795e-02  2.797131485542e-01
 4.715209330503e+00  1.172902051772e-01  4.525239669497e+00  1.093049880723e-02  2.285426903531e-01
 4.759972803414e+00  1.040404661121e-01  4.580424196586e+00  8.067508044388e-03  1.869322071113e-01
 4.766120113381e+00  1.065294881965e-01  4.624891886619e+00  9.125587542015e-03  1.753359380695e-01
 4.767491757881e+00  1.154034044571e-01  4.655748242119e+00  1.168196518689e-02  1.919673912973e-01
 4.752692527423e+00  1.313850939002e-01  4.663456472577e+00  1.563306429970e-02  2.242553834966e-01
 4.722876112801e+00  1.609244244365e-01  4.638543887199e+00  1.941225424937e-02  2.410139150312e-01
 4.678245786145e+00  1.939766195678e-01  4.607455213855e+00  2.227875203236e-02  2.350864077536e-01
 4.645155640082e+00  2.158243862345e-01  4.583393359918e+00  2.355944478088e-02  2.150297146115e-01
 4.632203011677e+00  2.219672535281e-01  4.540980988323e+00  2.268816939985e-02  1.820843939425e-01
 4.593801391760e+00  2.257490043377e-01  4.477710608240e+00  2.257731367821e-02  1.584372166471e-01
 4.521179915217e+00  2.284202531260e-01  4.425864084783e+00  2.436254822899e-02  1.484027796800e-01
 4.452015240226e+00  2.180107359160e-01  4.424243759774e+00  2.676451799376e-02  1.556212760780e-01
 4.457841061727e+00  1.880786855323e-01  4.469659938273e+00  2.651735674005e-02  1.770424026109e-01
 4.548364367115e+00  1.595249871973e-01  4.520264632885e+00  2.231102191850e-02  2.039671290008e-01
 4.658129924818e+00  1.513265234077e-01  4.542588075182e+00  1.714047174592e-02  2.310884379578e-01
 4.749033297449e+00  1.558484853477e-01  4.551866702551e+00  1.402713691790e-02  2.573156514956e-01
 4.817785299835e+00  1.553449759579e-01  4.521859700165e+00  1.044705634076e-02  2.808778866329e-01
 4.832829692617e+00  1.430032598180e-01  4.453396307383e+00  6.770416486447e-03  2.834404023659e-01
 4.807066981379e+00  1.158485459469e-01  4.375019018621e+00  3.557908428314e-03  2.664018907279e-01
 4.760903841988e+00  9.071785867928e-02  4.336801158012e+00  2.303259985765e-03  2.303300569333e-01
 4.724926078513e+00  7.728353259591e-02  4.357706921487e+00  2.571415856033e-03  1.912915137734e-01
 4.713061740482e+00  7.494128550156e-02  4.446904259518e+00  4.015105709078e-03  1.603872898143e-01
 4.697650478662e+00  7.455675690529e-02  4.539643521338e+00  6.130690197412e-03  1.469918572107e-01
 4.673217521644e+00  8.221786296853e-02  4.584432478356e+00  9.144188796975e-03  1.609997082355e-01
 4.666127976683e+00  9.852083270003e-02  4.611194023317e+00  1.394411898693e-02  2.048344779174e-01
 4.673197911234e+00  1.227317665601e-01  4.602597088766e+00  1.882649179904e-02  2.616798821723e-01
 4.712165573458e+00  1.475668579536e-01  4.578879426542e+00  2.019617984733e-02  2.997548847638e-01
 4.779227558628e+00  1.635961229609e-01  4.536288441372e+00  1.612900554574e-02  2.986200157565e-01
 4.833996127493e+00  1.585525550328e-01  4.473154872507e+00  9.950030541783e-03  2.598241688864e-01
 4.876735776228e+00  1.012460862171e-01  4.411734223772e+00  3.291918817756e-03  2.082523781028e-01
 4.867863191319e+00  2.142176062495e-02  4.386180808681e+00  3.178221704745e-04  1.794868189264e-01
 4.813851680066e+00  7.273104929936e-03  4.401744319934e+00  1.082449105134e-04  1.706489228800e-01
 4.767600227322e+00  3.174514947761e-02  4.443140772678e+00  1.396119652088e-03  1.734305322624e-01
 4.708618667528e+00  9.058585491158e-02  4.506827332472e+00  8.268924498715e-03  1.892307546918e-01
 4.655643760886e+00  1.137309149219e-01  4.597822239114e+00  1.923857288865e-02  2.323274452783e-01
 4.642112273371e+00  9.914249863670e-02  4.657943726629e+00  2.680525937464e-02  2.896365040494e-01
 4.626259714885e+00  8.868870621899e-02  4.666560285115e+00  3.216520246292e-02  3.347373375985e-01
 4.577531328790e+00  1.073880932335e-01  4.650222671210e+00  3.642398305108e-02  3.461139119147e-01
 4.519478802863e+00  1.559212709226e-01  4.608193197137e+00  3.783015186754e-02  3.269581400022e-01
 4.516994121936e+00  2.143947502151e-01  4.549008878064e+00  3.546546811510e-02  2.795827853599e-01
 4.595152866150e+00  2.430651599917e-01  4.445748133850e+00  2.910379492092e-02  2.205592269768e-01
 4.698146791680e+00  1.944569004039e-01  4.331981208320e+00  1.919357656165e-02  1.785847980462e-01
 4.734536534764e+00  1.216354121008e-01  4.269113465236e+00  1.078004939997e-02  1.701431771083e-01
 4.722537246120e+00  1.017690723908e-01  4.288281753880e+00  8.238719493352e-03  1.952999251385e-01
 4.704292284806e+00  1.080442947987e-01  4.351573715194e+00  9.038560728069e-03  2.524928405852e-01
 4.670311018155e+00  1.174958314057e-01  4.401114981845e+00  1.342803087075e-02  3.291548663271e-01
 4.624000447923e+00  1.123731193366e-01  4.435332552077e+00  2.021549739303e-02  3.826550595873e-01
 4.554236244653e+00  1.025424779319e-01  4.465507755347e+00  2.683309285341e-02  3.922395004678e-01
 4.502356642332e+00  8.950823443625e-02  4.540230357668e+00  3.170668371674e-02  3.537275490767e-01
 4.498576934194e+00  8.551930927306e-02  4.658766065806e+00  3.506657344487e-02  2.857701828166e-01
 4.538639289891e+00  1.152115170062e-01  4.767700710109e+00  3.662254455094e-02  2.016568201383e-01
 4.625121768088e+00  1.832000353785e-01  4.784981231912e+00  3.468856425023e-02  1.338469343423e-01
 4.743766153835e+00  2.145911410550e-01  4.698127846165e+00  2.782627997347e-02  1.100735583599e-01
 4.788432998307e+00  2.006149092212e-01  4.621951001693e+00  2.158277458442e-02  1.294223870988e-01
 4.778444161511e+00  1.977457365175e-01  4.614565838489e+00  2.095350299732e-02  1.911550373389e-01
 4.763575533530e+00  1.880179049165e-01  4.611726466470e+00  2.177865530545e-02  2.725541029428e-01
 4.765862445581e+00  1.613676476649e-01  4.590286554419e+00  2.060960091604e-02  3.292979010730e-01
 4.763619435842e+00  1.242789299567e-01  4.544122564158e+00  1.756121335387e-02  3.596701228573e-01
 4.735285403501e+00  9.045101800464e-02  4.495330596499e+00  1.514901464240e-02  3.643510783959e-01
 4.692579336567e+00  7.568394945104e-02  4.459580663433e+00  1.408363281654e-02  3.416508147799e-01
 4.654769995106e+00  8.478562225357e-02  4.458431004894e+00  1.554712496557e-02  2.957799696807e-01
 4.657167127061e+00  1.061368740462e-01  4.460035872939e+00  1.556464830619e-02  2.248427367371e-01
 4.689168060610e+00  1.283560358614e-01  4.452374939390e+00  1.511972587425e-02  1.721654534567e-01
