4.402541 0.081500 -0.185831 0.829059 0.018367
4.461899 0.077800 -0.030809 0.824085 0.017913
4.524879 0.071200 0.100937 0.776951 0.018510
4.566881 0.066800 0.150863 0.740584 0.014884
4.579595 0.064800 0.148931 0.728334 0.005036
4.584754 0.061200 0.113695 0.713250 -0.001789
4.611814 0.051600 0.066425 0.658182 -0.002337
4.646488 0.038100 -0.000051 0.566360 -0.000554
4.681428 0.027300 -0.028987 0.477079 0.001197
4.676532 0.026400 -0.026168 0.468906 0.001149
4.612728 0.041400 -0.022562 0.592045 0.002303
4.511637 0.066500 -0.005808 0.758687 0.007231
4.401290 0.085300 0.004242 0.869426 0.011077
4.340656 0.092700 0.011734 0.912340 0.017024
4.363231 0.089600 0.033687 0.893639 0.026884
4.416536 0.084200 0.053219 0.860253 0.035302
4.453317 0.078900 0.038564 0.829659 0.040892
4.448489 0.074700 -0.001761 0.808521 0.041276
4.402108 0.070900 -0.026722 0.790975 0.038043
4.357391 0.066500 -0.009198 0.770437 0.036517
4.364295 0.063900 0.008461 0.754596 0.031658
4.429213 0.058700 -0.004761 0.718552 0.022927
4.499874 0.050600 -0.036462 0.661518 0.013012
4.538293 0.044600 -0.070173 0.615422 0.005302
4.543209 0.044800 -0.092541 0.613874 0.002068
4.542643 0.051400 -0.109470 0.655807 0.001751
4.552554 0.062600 -0.142017 0.719051 -0.003238
4.570835 0.073600 -0.185075 0.771411 -0.007237
4.592568 0.081300 -0.189333 0.810038 -0.007165
4.592896 0.086100 -0.186268 0.835203 -0.004669
4.550092 0.089900 -0.181263 0.859846 0.000412
4.477386 0.087100 -0.156838 0.857380 0.004349
4.390244 0.079200 -0.113236 0.830991 0.008221
4.341177 0.070500 -0.040098 0.794424 0.013354
4.365112 0.064600 0.028282 0.758772 0.013252
4.436004 0.065000 0.051281 0.754399 0.009268
4.520085 0.068700 0.070280 0.767093 0.004645
4.566160 0.074200 0.109860 0.789029 -0.000484
4.549786 0.080100 0.163370 0.813175 -0.008994
4.509202 0.083800 0.202252 0.827457 -0.019779
4.490246 0.082900 0.205401 0.823064 -0.033735
4.493145 0.079500 0.204305 0.804127 -0.045279
4.525847 0.070900 0.220237 0.749025 -0.051564
4.526133 0.062900 0.223031 0.699566 -0.057876
4.470426 0.063800 0.126454 0.733133 -0.061995
4.388396 0.071700 -0.014460 0.795699 -0.062674
4.311292 0.080900 -0.097448 0.847167 -0.064036
4.270643 0.084800 -0.109828 0.870251 -0.064288
4.287463 0.080400 -0.063814 0.849957 -0.065962
4.347822 0.072100 -0.006177 0.801282 -0.067092
4.421658 0.063900 0.040658 0.747336 -0.063421
4.478059 0.060500 0.064306 0.720949 -0.055120
4.491742 0.063200 0.068955 0.736784 -0.043996
4.449241 0.068400 0.062296 0.771560 -0.032191
4.373905 0.073900 0.044076 0.810308 -0.024851
4.319233 0.076000 0.021089 0.827867 -0.019507
4.322668 0.077800 -0.036141 0.836706 -0.016107
4.388655 0.082600 -0.132000 0.846267 -0.015676
4.476662 0.080600 -0.164061 0.822111 -0.015445
4.528863 0.072800 -0.102075 0.785398 -0.016137
4.541871 0.065800 0.014563 0.751897 -0.015497
4.553900 0.063400 0.122447 0.727405 -0.012340
4.614946 0.056800 0.199881 0.664149 -0.013355
4.705150 0.047100 0.218585 0.585753 -0.017496
4.758156 0.042000 0.221019 0.543928 -0.019729
4.732604 0.046200 0.219703 0.577058 -0.021263
4.615193 0.061300 0.203843 0.690776 -0.025961
4.444622 0.082900 0.019577 0.852091 -0.030483
4.338548 0.114400 -0.481110 0.892277 -0.020534
4.340420 0.113200 -0.693789 0.731433 -0.011404
4.350100 0.092000 -0.650391 0.633242 -0.010375
4.345289 0.080900 -0.573138 0.630093 -0.011915
4.308830 0.084800 -0.469730 0.738959 -0.020889
4.270194 0.084400 -0.270011 0.834017 -0.034640
4.255825 0.075000 -0.053431 0.826004 -0.041093
4.303424 0.063000 0.134249 0.741756 -0.041188
4.390583 0.058400 0.232742 0.680618 -0.037983
4.480550 0.057700 0.246663 0.663754 -0.031116
4.542791 0.059900 0.208606 0.686201 -0.019841
4.569120 0.064100 0.152495 0.724622 -0.009456
4.570752 0.066700 0.113192 0.746454 0.001507
4.562712 0.065000 0.080286 0.741737 0.012377
4.553583 0.059300 0.068522 0.709482 0.024268
4.549149 0.051400 0.084970 0.657942 0.034725
4.553350 0.040300 0.120958 0.573880 0.037525
4.573462 0.032100 0.167604 0.495267 0.032192
4.567401 0.037200 0.211631 0.522745 0.019533
4.519101 0.054000 0.254503 0.633821 0.001814
4.422605 0.071700 0.320126 0.728009 -0.014019
4.336639 0.083000 0.362019 0.783976 -0.025193
4.300612 0.087200 0.245835 0.853422 -0.032941
4.342558 0.089500 -0.039699 0.894700 -0.033825
4.435766 0.084200 -0.170746 0.842809 -0.031646
4.517256 0.071500 -0.202693 0.758846 -0.032867
4.550263 0.058800 -0.193842 0.682772 -0.035381
4.520356 0.057000 -0.195703 0.673189 -0.033446
4.452581 0.071600 -0.243078 0.753324 -0.025105
4.413152 0.092100 -0.326923 0.840621 -0.012968
4.443305 0.112300 -0.482269 0.868338 -0.004270
4.513091 0.124300 -0.641565 0.814858 -0.000298
4.539754 0.128300 -0.691125 0.791100 0.002580
4.502831 0.114800 -0.290967 0.954079 0.012074
4.489826 0.094600 0.090931 0.902470 0.014864
4.536076 0.069300 0.196002 0.746981 0.009921
4.610316 0.034200 0.224051 0.489440 0.002545
4.658984 0.009900 0.208394 0.199851 -0.003268
4.675717 0.003800 0.176522 0.023919 -0.009136
4.666269 0.003400 0.148847 0.075561 -0.022969
4.610597 0.014700 0.115559 0.330087 -0.045585
4.456476 0.053800 0.048127 0.680992 -0.069149
4.264778 0.092000 -0.022273 0.912798 -0.080537
4.152875 0.108700 -0.023519 1.005703 -0.078494
